visual_reference_id,disease,group,tsne_x,tsne_y
vr_9zX8Hw_k7vPvCHn_isEFbYhq,CKD,pure,-12.549992,-14.054473
vr_0UEWiNPXp6s7IwTJ1EhIueqh,CKD,overlap,9.093931,36.018017
vr_JO6jLWjriPtXHH7ZbArfNS1s,CKD,overlap,31.374914,-36.25004
vr_uuHsTE4A_lWipC8-_FGx18Cu,CKD,intermediate,12.7579775,-27.035572
vr_x2vek5xL4wMAXr7ql4jpn1U2,CKD,intermediate,20.750029,8.523431
vr_iv2CzykQcul_IxFioAXcjWg2,CKD,overlap,41.029175,-0.4034073
vr_jrwDMI1p2JbIbuIWVFqQgQVT,CKD,overlap,39.51272,19.266228
vr_xU1USVGZxYwMbfPQ3ij-v7vQ,CKD,pure,8.746536,7.320748
vr_F3SeVTCBFKXKXyGN5owoIxaX,CKD,overlap,-19.785786,-7.5379634
vr_7Y7Fdnm_hykZjxZvmkH3R4eX,CKD,intermediate,13.146838,-22.396542
vr_9hdmhqtF2xXiprI6qLahxUOy,CKD,pure,-7.3575134,4.2163563
vr_XdeT-yXYbGCz7SKGVXEGnWZ6,CKD,intermediate,-0.40323824,-5.787199
vr_23ZIH85jYVNeJaHwCl4vjDwp,CKD,overlap,41.103237,-34.093845
vr_CBQRZUE3RNKPTC8uAhSN8JSz,CKD,intermediate,-15.57903,9.430356
vr_9gXCdaJfC0orhMrlqvKcZgfo,CKD,overlap,-21.290472,-15.5735855
vr_Ocb5v5o8afvXeIdtTXD8t_LS,CKD,intermediate,17.41499,14.250986
vr_VetKeEATIJzRVPFYgYZCvn0Z,CKD,intermediate,-3.060699,-9.955981
vr_dGFGnqQ76oLIwbq9ehw9AohK,CKD,overlap,-1.0090833,-32.574684
vr_aTtALSUV7XD8rPGKdjAbaPlh,CKD,intermediate,-14.422218,4.524949
vr_E5Da37RNrrf-86hUjMYRIfea,CKD,intermediate,31.48386,-25.539286
vr_SDc4Q6WFmxem0EmYQCRIqczT,CKD,overlap,18.529638,31.083525
vr_yArkg_89KM4ksFe2N5PMuUu6,CKD,intermediate,17.792488,17.118492
vr_Vlz9KJ2grR16xuWYZ8wTJ2oA,CKD,pure,9.569656,-18.484789
vr_5junhRCQDY6N2j0TvilE4me8,CKD,overlap,39.298145,-3.345686
vr_BSrMGnKom-MvWYBLgc1Vh45j,CKD,intermediate,21.170116,31.633799
vr__Q8PIG8gBDZrr6AVnjMMoKl5,CKD,overlap,-17.21959,-13.1824
vr_Ge-mJXTb9c7NTZb7Q_6ycbWY,CKD,overlap,41.181103,3.318557
vr_dWn4Ke-fcWdJkoOjuICjYJQA,CKD,intermediate,-3.0975652,11.8758955
vr_7ApfNNflCNzdfjM2y1b8sMOf,CKD,overlap,22.366093,9.642184
vr_vVSgZ50gAUfNMkswHJwm9NXP,CKD,pure,-8.588645,3.124813
vr_aGT82Hn58ym2_Dz0QfZ09qpr,CKD,intermediate,-8.276374,12.768203
vr_Z6SgGSTC6DN81X0nz6978pWh,CKD,overlap,18.994001,-49.928143
vr_hmojrZFhT_LOJKCFBqViIE8U,CKD,overlap,19.904814,41.465
vr_cweMdsCiheGOMcCmCocEncg6,CKD,pure,5.4287424,-7.8972945
vr_3WWofnV5xFbbIvTWhyneW-s4,CKD,intermediate,-12.531104,3.7682245
vr_6keFnvy4-yCtA_XLHIqDFCx0,CKD,pure,-5.062571,8.895561
vr_hdQhTRIpSirNmrY5uzCV5a2q,CKD,pure,4.3053517,-7.5861025
vr_brk4dIi6FHJD9J-kwXMUSaBM,CKD,overlap,49.193893,-9.125223
vr_ffU6OvTs5_Fm1D01v3ChpljL,CKD,intermediate,-6.137479,-11.369721
vr_uNzS6fO00ju2CkbQ5bxj1cT_,CKD,intermediate,8.86699,-2.4720905
vr_YfmqMverp7L3-v_2MD6St6Xk,CKD,overlap,41.614655,-12.2386055
vr_YZR0WuXOQpN-9H3eQEhndlZe,CKD,intermediate,23.90017,2.9220104
vr_N437yul80o7PiaUm-ZN6Aivg,CKD,overlap,-9.668836,23.872755
vr_pjk2E8JjSKIjQXVlHvvyei5m,CKD,overlap,45.88481,1.8466655
vr_NAnvyrKotyr-ew87YimEjIbc,CKD,overlap,49.669434,15.424319
vr_zqkueLu3kIOOyuuY9KgM9vJO,CKD,overlap,-25.469646,-10.89395
vr_yqs-mLFDPRs5OdkCohZ7T0yq,CKD,overlap,25.378439,12.218191
vr_hry6E185LkW1G0SiSGFhtySp,CKD,intermediate,17.952524,10.372509
vr_tAEqR8MjEnHq1sodwjS918_7,CKD,pure,28.94786,-14.735907
vr_41JjbJgcUGwDU9kIxcvt2YVZ,CKD,overlap,11.37415,27.04002
vr__LaigtWvPsSJM1LeDOXjFgZI,CKD,intermediate,7.227015,-14.2950115
vr_syR489S_ke0IVU4paS_LEdyf,CKD,intermediate,5.127072,-16.456469
vr_XGUjDIFVvsQ5i_SgoTv0sbrJ,CKD,pure,17.022615,-13.732845
vr_FQCPNGKAsVuy3a5d0gKL9_wW,CKD,pure,24.658918,-28.817413
vr_t842gIlh1V6Arr6sKary9tib,CKD,overlap,48.122284,-4.663251
vr_Ag2YmiNMmOOpehWvPG0fBGiA,CKD,overlap,36.266624,-29.80062
vr_NpGASxeZP63xsxBEnW1ZtrYH,CKD,overlap,-0.061154235,-65.49274
vr_EbV2EGt1ZUT-SLHj2hWeyXu-,CKD,overlap,-35.898914,1.1386793
vr_6sSZvWE7VXuBtMaHHjYLXO_s,CKD,overlap,-36.036522,6.4312162
vr_zpzoBWQqUhXnTFk7ICi7PNx4,CKD,intermediate,17.214056,11.766946
vr_YdazW5HbJOcvIBGWiSsgB975,CKD,pure,6.245097,-8.54167
vr_3XV5BXKHN-OfCbYOG7oMGOWP,CKD,pure,33.85702,-19.293163
vr_sWKqXdmum96dWuebpX5DRdyk,CKD,intermediate,-15.264822,9.171284
vr_zuwzchm063myTfUpU5KmYbDL,CKD,overlap,-16.946869,16.838968
vr_IbpOPzxx8B_7puMqTvVd21Xg,CKD,overlap,-5.1538672,37.1787
vr_ETciIQHtoy4vA-gx6je9qDdL,CKD,pure,16.116096,-20.437992
vr_cR3Wnf03uvlW7xglIsRnzcG8,CKD,pure,10.722148,5.4887595
vr_XaUNq7lThS8yv-IGheiDzZmH,CKD,intermediate,6.51755,-15.682484
vr_n1gVp4e14pq7xikCZHFJFg-7,CKD,intermediate,-3.1970928,11.575575
vr_Pk2EiHyU3EArFymfPYmMlEDS,CKD,intermediate,56.573975,8.7585745
vr_byMe8NlBu0LUQ-hb62XzyI92,CKD,pure,9.825081,-7.14279
vr_oArv_gjW8SULac-R-asyAde2,CKD,overlap,-26.024668,-7.646635
vr_6yDYwE27sJe-3sJYNmxD1A8M,CKD,overlap,-18.277075,-13.938997
vr_5qxcwSH0r2gMJ4WTuB73irtL,CKD,intermediate,25.272198,3.3595526
vr_OT8Ay1Tjv6WQDll0RS6n60A1,CKD,overlap,13.529459,30.49479
vr_f07KO5f4i8__9APjli4VCyhh,CKD,pure,9.018163,-7.2964816
vr_uyee7fIoLTL2e4xcAw8N0poI,CKD,overlap,-7.6745925,16.277891
vr_-7TsDMeBKHzs6Av9fYhvnEsH,CKD,overlap,0.80123276,-1.5965139
vr_QeGDKx2PR9sa7Pwd6SiF2PHa,CKD,intermediate,3.1775026,16.572313
vr_KbwYGASE7XTeV8hZb7IEIhx1,CKD,overlap,37.183907,-31.739794
vr_WFDRhYp1KR0eQ8rYFCbC0F8b,CKD,pure,13.1220045,16.026295
vr_-FeEGsDCQxSTqVBCplbTH6iN,CKD,pure,11.634338,12.5931425
vr_WCPbHKnSYavGHw2v1HxBK3VC,CKD,intermediate,-4.9389286,-0.8095881
vr_7vgXImEzvbFricGsKBjvU_Wr,CKD,overlap,-1.1794224,20.79031
vr_OF2Aql2rW6wzz_ELdGT2EEzm,CKD,pure,31.603546,-17.265882
vr_RVVtMcgmaKBdJN7JeFodHYmA,CKD,overlap,35.356445,29.894794
vr_cK9hzsZ-yVfR8lOhM2vvQe59,CKD,overlap,-14.6376295,-24.49248
vr_6HSBgwVblHvc7X1wZ35ePDXN,CKD,overlap,26.69277,13.725753
vr_G3NG1JXlnIC3QbvQMaTBeHWD,CKD,overlap,21.833078,25.602448
vr_PaeIwNw7IC-H9mdsBCkNZtQa,CKD,intermediate,18.059708,-0.56018466
vr_He7CWkKPhDSUCfYNC4dMimQE,CKD,overlap,42.765053,-37.37994
vr_tCa_aMnfhTKiS4jk887NS05z,CKD,pure,11.95939,4.7466035
vr_so2KNzLaFFSKMS_hOYQZozfS,CKD,overlap,40.560535,-40.274433
vr_XithPdiKLnk7HSrmFVfM-RSH,CKD,intermediate,31.779346,-18.994131
vr_iaTpbDF1ZO41WymUK4tdvsQM,CKD,intermediate,25.930937,-25.298342
vr__E7f6wmuM6cgvnAVzWIDoaom,CKD,overlap,-33.93844,14.056303
vr_Hs5Qj-xUpJ1IPLU1KHptWEAd,CKD,overlap,-18.74868,-21.709354
vr_GdFiCDLvO7G4y8-hHuigdWcY,CKD,pure,27.788631,-27.396034
vr_AXNZCFv3U0Rd9xPr54aKLGdn,CKD,overlap,36.558823,16.469082
vr_v5Y10eLXTxJQyuSFwBqv3Q3L,CKD,overlap,41.580578,-13.159068
vr_o75PLWTJOLHVQh1LpCScPW5F,CKD,intermediate,27.417505,-34.977455
vr_BQyivgvUXJbrgAAKUf3zq8-S,CKD,overlap,37.533066,-4.983148
vr_PQcCrKNXQWmRAS2OKQnRduo0,CKD,overlap,11.4319725,40.863213
vr_tv-2sHiuACj4aE-rZ8QRhDnS,CKD,intermediate,5.7089663,-21.348045
vr_1_6KMtde5gLQ1xqTgw2wzy_9,CKD,pure,16.04211,-11.959033
vr_bamIzrBbF0XToI5OL4h_ax9U,CKD,overlap,-19.680761,-13.837439
vr_LmuWB0kv0FqKiv745zKgKKA2,CKD,pure,5.1579533,-13.789074
vr_KIshszqIoXw4ff8LhXp_h7Co,CKD,intermediate,-3.4808109,-10.227437
vr_srboc0V1GYRWLbjvNZbScEIl,CKD,pure,13.344676,-14.935791
vr_01GPm2NuRLmd6YmV709ncmUz,CKD,overlap,-6.485997,-48.249043
vr_tbA-iWZNDzrH0ZqVgTevZhrd,CKD,intermediate,27.74477,-32.38123
vr_BTRyRnjJ3Gr-hjXyxw2tnDX9,Cardiac_Fibrosis,pure,31.34624,-54.39031
vr_U-fmJSgA6Lnfn660yKrs9MJu,Cardiac_Fibrosis,intermediate,32.556347,-51.264774
vr_rkwDKDTeLHlt3d1NKu729QEv,Cardiac_Fibrosis,intermediate,48.413795,-42.007824
vr_qdytCoy4QVunl9KJnye8CZhX,Cardiac_Fibrosis,intermediate,31.754803,-38.816517
vr_36dYJ5BKHGe2r2K7erPLuTJ9,Cardiac_Fibrosis,overlap,22.703724,-43.457787
vr_a6i8BVHU7DZQzozgkuU03QTF,Cardiac_Fibrosis,overlap,23.295786,-49.359383
vr_etQT9uJLnrcuA7jKrNQkzPQD,Cardiac_Fibrosis,overlap,23.632462,-50.155254
vr_QL7N2DCmvbf3NxyHX-VCARd2,Cardiac_Fibrosis,overlap,41.14788,-27.080719
vr_nZH-lhzAmUK3EUbc4jq-oWev,Cardiac_Fibrosis,pure,29.252235,-50.838573
vr_XeXsc5c5lP5ORsqvrGVFmNul,Cardiac_Fibrosis,pure,29.87356,-49.326984
vr_13YlzxuVQJ8NX2koDGeu6TE1,Cardiac_Fibrosis,pure,37.53644,-43.91935
vr_9EkZNEQptBIzRnQKXvVYqnD1,Cardiac_Fibrosis,pure,33.941765,-53.41332
vr_eCh3HjajLSGdyc3xFMh0MewV,Cardiac_Fibrosis,pure,41.8754,-46.850956
vr_HDK4MXzaXXtBqlJGY0UGLrtq,Cardiac_Fibrosis,intermediate,33.539795,-43.256508
vr_mYLexalco4UUqdN5mkYp2086,Cardiac_Fibrosis,overlap,34.266346,-37.133667
vr_pnGJmPXMpZyJeNsuYRTJYYvA,Cardiac_Fibrosis,intermediate,29.77054,-42.833237
vr_ICYpQqhyEYdAcSrOIHtx2KM8,Cardiac_Fibrosis,overlap,32.799255,-40.447716
vr_LZXa9c6ruxBzFTZiZDW7uVs6,Cardiac_Fibrosis,intermediate,29.726261,-47.989227
vr_Je6QurGf1N-qXWyILKdBD0o0,Cardiac_Fibrosis,intermediate,48.063267,-39.27742
vr_at9ftwqF4QAlx7jnV8FlU7JL,Cardiac_Fibrosis,intermediate,38.74131,-39.021694
vr_8puFt_5l7VmnKhbM5jJtFdUB,Cardiac_Fibrosis,pure,34.71815,-48.602364
vr_ZfGfelG0Dtl-YEGEQRfJbu7R,Cardiac_Fibrosis,intermediate,26.416603,-52.09476
vr_1BSjQeAG-5KGgrkXCPRjKjen,Cardiac_Fibrosis,overlap,21.784893,-21.698763
vr_b2COkQHPVRHsqVkMTq4hHNdC,Cardiac_Fibrosis,pure,35.027077,-49.923515
vr__haJT2AbY0DZcjB-RzaTf9L9,Cardiac_Fibrosis,overlap,37.62131,-33.795956
vr__wbzQB3NgIcFXwgZbXY00Mi2,Cardiac_Fibrosis,overlap,23.59931,51.287567
vr_tjJVyePizyWX9-UVCN8z3Gqu,Cardiac_Fibrosis,intermediate,34.835846,-50.632805
vr_3R7WCXa59VNO2-yOuMyDa__K,Cardiac_Fibrosis,pure,37.719368,-37.152126
vr_hnrAR0u3z6eE-XgMqKnbjrQr,Cardiac_Fibrosis,overlap,-2.3167233,19.975962
vr_82qMyOacVmw_YVciLT7J73Jf,Cardiac_Fibrosis,pure,36.993233,-47.859135
vr_xpzpargsW3jtv7PSCkNpzMW5,Cardiac_Fibrosis,overlap,30.993057,-34.56261
vr_CwyS3-zJHwJBcFPdwLqgA2OP,Cardiac_Fibrosis,intermediate,46.85076,-39.601986
vr_LQt0wws_CE9VNFxBG-7cM0yn,Cardiac_Fibrosis,overlap,41.39492,-21.242147
vr_en150EqxaMjWk96Spmuzryrs,Cardiac_Fibrosis,overlap,23.113039,53.416763
vr_1jgxvdGihET0aAPSkbx0U1JF,Cardiac_Fibrosis,overlap,40.485744,-29.842514
vr_1JRojUqv7z2Fd_QwbGBdD9CC,Cardiac_Fibrosis,overlap,8.751782,59.16753
vr_jqKU4BwJ4O8Zsdoj2HF_-5yn,Cardiac_Fibrosis,pure,35.644897,-45.434025
vr_NWq4Nwsh77AJu2oymH7CQ_W1,Cardiac_Fibrosis,intermediate,26.786913,-52.241447
vr_J0ucyFgD-9t8dUR_yk8vAUlk,Cardiac_Fibrosis,pure,36.461605,-48.476746
vr_B6bVyekcTqY-JdcHHi--U58C,Cardiac_Fibrosis,overlap,8.928208,-29.61368
vr_GOITRtphJi1EWqcqmBE9FgWY,Cardiac_Fibrosis,pure,46.662384,-40.721252
vr_a9thCUl_vGtbRDeMeiiZfLUx,Cardiac_Fibrosis,pure,30.260544,-44.17234
vr_uMWGQVSU9mWTtpHan1ze0LC6,Cardiac_Fibrosis,pure,28.587765,-55.198208
vr_4zLS7KJ3wc6Qo7nq9WjS49yZ,Cardiac_Fibrosis,pure,37.480003,-53.813778
vr_1cN3Y1BWapByj3XxqSPltMx8,Cardiac_Fibrosis,overlap,33.649597,-36.4546
vr_SwUMkk6jRE6bpMUy2WQFo8vN,Cardiac_Fibrosis,overlap,-36.93079,19.451876
vr_wHM_7deFNNsJFBB1g0inQvTy,Cardiac_Fibrosis,pure,36.08133,-53.974613
vr_rdVjAtt32cOVyiM_0bZB86Gr,Cardiac_Fibrosis,pure,32.850513,-52.90325
vr_2mabUybss1gyjZpW3gVR7Qsv,Cardiac_Fibrosis,overlap,29.73182,-16.51864
vr_LhoDSds5jf4Vgaw0z6iGfB25,Cardiac_Fibrosis,pure,37.70402,-45.82764
vr_kIOM2NpBHHisP9ZS7X9lYn_a,Cardiac_Fibrosis,pure,41.243225,-48.70025
vr_MNQRsi8s_A7q76NuL64Bx_ob,Cardiac_Fibrosis,intermediate,34.991524,-50.554764
vr_krkoK1pCgUWclG7j_NLmlm4d,Cardiac_Fibrosis,overlap,54.677254,9.982911
vr_BslW29u_Id5KQ7zSaNZ68SLH,Cardiac_Fibrosis,intermediate,30.819265,-42.217365
vr_ymyNNaHrFYRoUExdo7Oxgay_,Cardiac_Fibrosis,overlap,31.656822,-39.031025
vr_mDIbMgy1QarCahTTzvKllvOE,Cardiac_Fibrosis,pure,41.842735,-46.411243
vr_jGYA_2uK2N4vigE68rHvqeMC,Cardiac_Fibrosis,pure,38.289825,-36.668518
vr_iaFAIOS_FS1c3oT_vUCz6Q-E,Cardiac_Fibrosis,overlap,43.01119,-27.545177
vr_ATCUDjQ-4EYyLA1G7qFMzN4J,Cardiac_Fibrosis,overlap,46.366447,-33.38905
vr_JC5PLv9WryJDRQyriVkUFqDV,Cardiac_Fibrosis,overlap,32.979874,-39.868664
vr__XmBkJxVp4UpK88a1IWTjc5K,Cardiac_Fibrosis,pure,42.759094,-45.18073
vr_eTR-foLJFXkn6xWvOvXfhhIX,Cardiac_Fibrosis,overlap,8.8257065,28.601109
vr_byI-wpuRGqqdRVZfKExVkROi,Cardiac_Fibrosis,overlap,50.82893,-4.619689
vr_QlX5XLtbKCsxfrDNyE8UvZIL,Cardiac_Fibrosis,pure,28.913366,-51.87998
vr_V2TBXQntgoPHCmHFwPw5DlK8,Cardiac_Fibrosis,pure,36.104702,-52.396404
vr_TzknOTnOhOWcZuot2-rTMZRi,Cardiac_Fibrosis,overlap,30.975262,-19.210026
vr_XsPqXhmCfGE7Lt06Y71G-UFS,Cardiac_Fibrosis,overlap,-13.081193,-19.79883
vr_vLQUe4nb5YyK_yRtZ55NoH2h,Cardiac_Fibrosis,pure,28.42094,-52.991905
vr_QAdW45W25ZmDcM-3LJVNauHh,Cardiac_Fibrosis,pure,31.297844,-42.98458
vr_I5us9S6mWV0RMQ1NTHA8kFdi,Cardiac_Fibrosis,intermediate,24.338013,-49.965645
vr_lH8-Qmrm_uuzumO4qyoiLnPy,Cardiac_Fibrosis,overlap,32.67187,7.892548
vr_tVEat50nZMzibtUHN8k7XxnT,Cardiac_Fibrosis,pure,41.03718,-45.388496
vr_euuBMMFXO-R1kl-MrGhV0eVb,Cardiac_Fibrosis,overlap,0.8253732,-1.7429019
vr_ONRf5naatxjIUPDZTRz23wtl,Cardiac_Fibrosis,intermediate,32.553303,-48.884525
vr_E0M16sL3XD3kFfTtmYUZ4UgS,Cardiac_Fibrosis,pure,28.869751,-51.739635
vr_CHxCcAkoutAx-nMo-cRvZedE,Cardiac_Fibrosis,intermediate,42.4862,-42.147385
vr_VG9CpEk1SIaR3oUQDBINVR9T,Cardiac_Fibrosis,pure,36.290543,-53.793545
vr_ynr4sCNR0aZ88KeCab15fyKs,Cardiac_Fibrosis,overlap,34.02164,-27.734138
vr_VbcDUvkMCNOlxwoeQAGNvsG_,Cardiac_Fibrosis,pure,30.302065,-44.08411
vr_7x31H7DMsojJp3TQONgLmGnu,Cardiac_Fibrosis,pure,41.97104,-48.85677
vr_YLwEtq0mtVPU_Myfp_5JpGS6,Cardiac_Fibrosis,intermediate,38.6279,-43.89825
vr_HFx0JJuvZzfgTBgRBSTgQEa2,Cardiac_Fibrosis,intermediate,28.014854,-45.573864
vr_5Pl2T4iNKUSentArGMaY83BN,Cardiac_Fibrosis,intermediate,42.402622,-37.151665
vr_ndAoo-55Ch2CmZ4K6vkzEFcS,Cardiac_Fibrosis,intermediate,27.185629,-52.756847
vr_0MYtO4Rw5XBplFdQw-ejezRh,Cardiac_Fibrosis,pure,30.430435,-52.376324
vr_RzAG1VG-2jL82G_Ircj7VQRw,Cardiac_Fibrosis,intermediate,34.404583,-50.317673
vr_SYNncG09eUFD8aVLfvE59UbE,Cardiac_Fibrosis,overlap,44.711216,-33.986053
vr_9XuiR8vtGZRQnz3SBwjCMVBs,Cardiac_Fibrosis,pure,42.070988,-46.22047
vr_FT7ByxHc46bpCV7knHYZCl-j,Cardiac_Fibrosis,pure,39.92537,-46.988525
vr_AMgsSbpGzV-uMjjAkuYRmaHE,Cardiac_Fibrosis,overlap,7.476075,-15.372789
vr_GmKTNoXhjFtC05K519-HMxjz,Cardiac_Fibrosis,pure,46.86737,-41.009636
vr_ZVj-rwQ19t1XoupqeOZgQ_Zw,Cardiac_Fibrosis,overlap,30.705078,-31.527357
vr_VxC1cnMNmX2BgRIVNXcLTWJw,Cardiac_Fibrosis,pure,43.430176,-45.118057
vr_4ttqdhDRx_fObQy6-YOIXw1E,Cardiac_Fibrosis,pure,38.378017,-38.426376
vr_UGVCOUYhsuBJHHPOYJtf6sLg,Cardiac_Fibrosis,intermediate,38.996796,-50.048523
vr_r0WfcWbJKLrdxIEGsLBNrYuU,Cardiac_Fibrosis,intermediate,32.902603,-49.79635
vr_YwXkqWffQBH9V3HHYwmsFELn,Cardiac_Fibrosis,pure,36.439617,-54.950104
vr_BapQQtyQ2-vey9UUkyD2ehSB,Cardiac_Fibrosis,overlap,42.371445,-35.02016
vr_bqGX_9tUsgWQnCR8ebIRsoBA,Cardiac_Fibrosis,overlap,39.749504,-27.543337
vr_Wg5esyhTpy4s4vczzfwXmm1x,Cardiac_Fibrosis,overlap,26.392275,-18.461123
vr_rQgrQ_rs_FzkgIWr5opzMg20,Cardiac_Fibrosis,overlap,22.678766,-29.690065
vr_ZvxxHIR3GYXvLo7z7mxSFJHb,Cardiac_Fibrosis,intermediate,39.966324,-50.314697
vr_Y-axtPhSV-Apx6U9zlTb-niT,Cardiac_Fibrosis,pure,37.596027,-47.113235
vr_puxL4-qcRpgMzqEO_bhswoFA,Cardiac_Fibrosis,intermediate,30.889372,-47.279552
vr_DuS6ysMvHNeZ52nk8KntZAV6,Cardiac_Fibrosis,pure,41.584984,-48.691082
vr_Wz97XVxk5y0qKzDGIgvhs-Rp,Cardiac_Fibrosis,pure,42.216694,-45.49291
vr_m4MPIkFJEEoEoCrJZ2rTmDls,Cardiac_Fibrosis,overlap,52.51825,-9.439464
vr_Ev_exdKW788TbJXjCo7VhR7X,Cardiac_Fibrosis,overlap,45.688267,-34.08801
vr_TnanYgl-Rwi9sgh5li-3iiH8,Cardiac_Fibrosis,pure,42.835976,-45.394203
vr_YysZCo_fc2_GFfyvfS9KDpAA,Cardiac_Fibrosis,overlap,46.607124,-35.676834
vr_ZkkWAUJ-EOonNZ9ab7HgqbqX,Cardiac_Fibrosis,intermediate,25.055632,-49.8544
vr_kAo9NEzZDgFPtYqG3A7C2B-A,Cardiac_Fibrosis,pure,35.84588,-42.427383
vr_2a2g-7b2f3PAV7XM7CMoVFb1,Cardiac_Fibrosis,overlap,33.16039,1.1197001
vr_g67gXiH0b8Ri6X0anlgsc9rF,Cardiac_Fibrosis,intermediate,35.67506,-37.29149
vr_ka5gaHnp92HOmSTPJ-5FtDdt,Cardiac_Fibrosis,pure,39.068233,-36.965347
vr_hyUn5PmptEdb4fvitIBQ6BW-,Cardiac_Fibrosis,overlap,33.97395,-27.75375
vr_W3ZXAn2X4IHLGARI3MeaYmNx,Cardiac_Fibrosis,pure,43.96489,-41.702293
vr_C83OchMjphljBFMuteezwCwZ,Cardiac_Fibrosis,overlap,27.246998,-27.920813
vr_3MAwa_DKtKeDCExWn5mGskxZ,Cardiac_Fibrosis,overlap,32.74527,-13.180002
vr_yeDLKE98KoGxQnsG__2XBMgn,Cardiac_Fibrosis,intermediate,48.858566,-42.830154
vr_dFwKbvIknpduryQ7Ibd8WBxU,Cardiac_Fibrosis,pure,43.11297,-41.65517
vr_tUqQFasOsb5QtrNrYYMIpp9M,Cardiac_Fibrosis,pure,36.821884,-41.830383
vr_NnO121WPkOwMlqhYEykEMZi5,Cardiac_Fibrosis,intermediate,42.777527,-40.240147
vr_jIyNltXVmNy3vAqU9TIv-9d3,Cardiac_Fibrosis,pure,28.514303,-48.99087
vr_keEU0fecXo6VXqNU8rSz45h1,Cardiac_Fibrosis,intermediate,43.578243,-39.740677
vr_EkrpAxbct5w000VHrgOQLY9f,Cardiac_Fibrosis,pure,30.645369,-53.72464
vr_VEeI9pUuI_Ql4jnKZ1ot6UcP,Cardiac_Fibrosis,pure,33.994007,-54.09351
vr_897YT26lsJw64FJfRoN_Fadq,Cardiac_Fibrosis,overlap,46.61106,-13.8398695
vr_A2G9kmvZHLYoaAKCpRVdPlwA,Cardiac_Fibrosis,pure,44.84963,-41.423897
vr_-KPA-26VneU8pnmpQ2QkIudk,Cardiac_Fibrosis,overlap,8.883813,-29.631332
vr_VqXNCgADr6EBi_5IFjA2SvvA,Cardiac_Fibrosis,overlap,44.478233,-31.371155
vr_oXg_UQXTRkJ9VQ_IolQrby1w,Cardiac_Fibrosis,overlap,27.70985,-37.14915
vr_qPpMeVrK-KSY-mmaCqNuejD4,Cardiac_Fibrosis,overlap,38.57039,-33.891834
vr_9i7UDe8-jVB58_FDlvHTOu5B,Cardiac_Fibrosis,pure,44.649754,-48.51482
vr_bFwd1BYS7dlGLtb_zDmJ4OXk,Cardiac_Fibrosis,pure,37.253876,-48.3715
vr_mCKx9Ek95RG1-yOto5MhC3R0,Cardiac_Fibrosis,pure,35.417805,-49.590797
vr_RFWLxuWFegWqsl0fqUigLZqz,Cardiac_Fibrosis,overlap,36.980408,-31.702997
vr_y5WOP9svJjLtzFCEqAhy5Ozo,Cardiac_Fibrosis,intermediate,46.826107,-38.071846
vr_o6fVMO6Akd5_PfiQRT7Yt5zz,Cardiac_Fibrosis,pure,35.199814,-54.26171
vr_LUhZwGtql0-z71usbQQT_tRP,Cardiac_Fibrosis,intermediate,33.897346,-52.073326
vr_JWeE-s26GhCmLqgjAo9iR-ev,Cardiac_Fibrosis,intermediate,45.003387,-39.63873
vr_xYst4iMx9RL09EBIm1tAwZhM,Cardiac_Fibrosis,overlap,26.895529,-41.643353
vr_5X6Gh3KpsqAndHYIometFGsA,Cardiac_Fibrosis,pure,39.118633,-36.237846
vr_UTswGfVcN_c6ZujGKcIC0N5B,Cardiac_Fibrosis,pure,37.677048,-45.86108
vr_epW88kg92Epte-lXnjlkeeDe,Cardiac_Fibrosis,pure,37.094845,-44.114803
vr_93xvBOJiBBRd7ukIO1clTXls,Cardiac_Fibrosis,pure,35.42762,-47.036922
vr_0kFG8P4LpNToJ2tVq-OS404a,Cardiac_Fibrosis,overlap,28.940466,-29.173018
vr_pUz4guCJ7xvtoUzlVF1_McgL,Cardiac_Fibrosis,pure,42.639576,-48.025753
vr_CvL091nF5mm3E4JBo7SSOh_b,Cardiac_Fibrosis,intermediate,25.549767,-50.362427
vr_BA2KIKQ2tvPirGCxXNMvyUFn,Cardiac_Fibrosis,overlap,20.111206,-52.081524
vr_Uh2xsFfh_i1Qv9bVnsMSw_qF,Cardiac_Fibrosis,pure,32.403095,-53.320023
vr_RhT_IBIoI8jI_ah5V86dkrS2,Cardiac_Fibrosis,pure,27.665539,-50.604645
vr_byFULkAhErIW9l6SU9NzC1Nz,Cardiac_Fibrosis,overlap,-14.475112,-19.009924
vr_nD1SKF-3Nue92z_9q9knL6O5,Cardiac_Fibrosis,pure,37.24784,-45.72849
vr_UUprYXKT4xdz8a4G9ZpsFwTM,Cardiac_Fibrosis,overlap,42.02794,-14.510672
vr_pnSPvtC3M48CZJ4YERDgUjxy,Cardiac_Fibrosis,pure,41.04225,-48.223232
vr_uZCyEwJ_hO_4ErKbdn6FsV9q,Cardiac_Fibrosis,intermediate,42.76333,-37.302013
vr_LH9UuvpB4JmZipNo3IEqQgiO,Cardiac_Fibrosis,intermediate,34.710434,-43.782734
vr_lDXCtOIwq14pN4YKYX2XHW4y,Cardiac_Fibrosis,overlap,41.128498,-30.656343
vr_6IQV7orqvTgCEZPUV6dvPuk-,Cardiac_Fibrosis,overlap,-26.098528,14.699054
vr__raqklinGkJN5X46b6BMm1gL,Cardiac_Fibrosis,overlap,26.217327,-22.071325
